oid,timestamp,x,y,body_roll,body_pitch,body_yaw,head_roll,head_pitch,head_yaw,other_oid,other_class,other_x,other_y
19339,249.1,496008.51091552,5406114.89677953,None,None,None,None,None,None,"[18991, 19350, 19363, 19370, 19364, 19366, 19368, 19369, 19339, 19348, 19349]","[0, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4]","[496019.310505007, 496023.841265357, 496031.088598014, 496049.709353918, 496032.487712143, 496033.230988652, 496027.149166826, 496024.026870259, 496008.51091552, 496007.960827528, 496009.514591233]","[5406121.20393421, 5406117.46600378, 5406121.19302762, 5406118.82435519, 5406116.34263008, 5406123.2746442, 5406124.76867655, 5406117.48343425, 5406114.89677953, 5406136.50873304, 5406124.04600078]"
19339,249.2,496008.47946733,5406114.76533555,None,None,None,None,None,None,"[19370, 19350, 19363, 19364, 19368, 19369, 18991, 19339, 19348, 19349]","[3, 3, 3, 3, 3, 3, 0, 4, 4, 4]","[496049.533810111, 496023.871175911, 496030.565286722, 496032.537134037, 496027.153488641, 496024.033639098, 496019.56457791, 496008.47946733, 496007.944349722, 496009.525824278]","[5406118.85381897, 5406117.47790473, 5406121.26138345, 5406116.41181697, 5406124.75909778, 5406117.49382462, 5406121.14014644, 5406114.76533555, 5406136.60909836, 5406124.21246791]"
41832,2476.9,495909.262098994,5405740.90831934,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495909.262098994, 495841.351527209]","[5405740.90831934, 5405750.67710453]"
41832,2477.0,495909.231471072,5405741.0433392,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495909.231471072, 495842.105412031]","[5405741.0433392, 5405750.32797293]"
41832,2477.1,495909.133345257,5405741.08673287,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495842.934503017, 495909.133345257]","[5405749.96324473, 5405741.08673287]"
41832,2477.2,495909.02914028,5405741.11258527,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495909.02914028, 495843.777945524]","[5405741.11258527, 5405749.60338468]"
41832,2477.3,495908.884682893,5405741.13839564,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495844.615049735, 495908.884682893]","[5405749.26816715, 5405741.13839564]"
41832,2477.4,495908.746477612,5405741.12349081,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495845.430293982, 495908.746477612]","[5405748.96387722, 5405741.12349081]"
41832,2477.5,495908.608272332,5405741.10858599,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495846.228729323, 495908.608272332]","[5405748.67953426, 5405741.10858599]"
41832,2477.6,495908.470067052,5405741.09368116,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495847.080301015, 495908.470067052]","[5405748.38813037, 5405741.09368116]"
41832,2477.7,495908.331861771,5405741.07877634,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495908.331861771, 495847.925570122]","[5405741.07877634, 5405748.11510943]"
41832,2477.8,495908.193656491,5405741.06387151,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495848.77330885, 495908.193656491]","[5405747.85977594, 5405741.06387151]"
41832,2477.9,495908.055451211,5405741.04896669,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495908.055451211, 495849.553064579]","[5405741.04896669, 5405747.62618331]"
41832,2478.0,495907.91724593,5405741.03406186,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495907.91724593, 495850.392040353]","[5405741.03406186, 5405747.40283944]"
41832,2478.1,495907.77904065,5405741.01915704,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495907.77904065, 495851.242224508]","[5405741.01915704, 5405747.19108123]"
41832,2478.2,495907.640835369,5405741.00425221,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495852.093228235, 495907.640835369]","[5405746.98960811, 5405741.00425221]"
41832,2478.3,495907.501990802,5405740.98909837,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495907.501990802, 495852.945473272]","[5405740.98909837, 5405746.79436198]"
41832,2478.4,495907.342483194,5405740.96589581,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495853.790868014, 495907.342483194]","[5405746.62425191, 5405740.96589581]"
41832,2478.5,495907.182975587,5405740.94269325,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495907.182975587, 495854.557778848]","[5405740.94269325, 5405746.47105459]"
41832,2478.6,495907.023287181,5405740.91973036,-2.4,0.0,184.812,-6.4,0.0,186.02,"[41832, 38509]","[4, 0]","[495907.023287181, 495855.386261048]","[5405740.91973036, 5405746.32063665]"
41832,2478.7,495906.853109891,5405740.9121732,-2.4,0.0,189.6,1.13687e-13,0.0,192.8,"[38509, 41832]","[0, 4]","[495856.220345648, 495906.853109891]","[5405746.1813724, 5405740.9121732]"
41832,2478.8,495906.739282972,5405740.97129992,-2.4,0.0,177.6,-0.4,0.0,243.2,"[38509, 41832]","[0, 4]","[495857.053086478, 495906.739282972]","[5405746.05737973, 5405740.97129992]"
41832,2478.9,495906.621846483,5405740.99142736,0.0,0.0,199.2,0.0,0.0,287.2,"[38509, 41832]","[0, 4]","[495857.880499986, 495906.621846483]","[5405745.93221243, 5405740.99142736]"
41832,2479.0,495906.464451472,5405740.96552425,0.0,0.0,203.2,0.0,0.0,304.8,"[38509, 41832]","[0, 4]","[495858.635837679, 495906.464451472]","[5405745.84136545, 5405740.96552425]"
41832,2479.1,495906.328784481,5405740.97876518,0.0,0.0,211.2,0.0,0.0,297.6,"[38509, 41832]","[0, 4]","[495859.457437019, 495906.328784481]","[5405745.73718808, 5405740.97876518]"
41832,2479.2,495906.254819676,5405741.05001265,0.0,0.0,235.949,5.2,0.0,307.894,"[38509, 41832]","[0, 4]","[495860.276256451, 495906.254819676]","[5405745.63565087, 5405741.05001265]"
41832,2479.3,495906.069015088,5405741.07279283,0.0,0.0,232.911,0.0,0.0,311.392,"[38509, 41832]","[0, 4]","[495861.093874311, 495906.069015088]","[5405745.54915771, 5405741.07279283]"
41832,2479.4,495905.943367314,5405741.17099443,0.0,0.0,234.43,5.4,0.0,297.722,"[38509, 41832]","[0, 4]","[495861.829945745, 495905.943367314]","[5405745.47338516, 5405741.17099443]"
41832,2479.5,495905.900179441,5405741.24706479,0.0,0.0,234.43,0.0,0.0,316.962,"[38509, 41832]","[0, 4]","[495862.813562495, 495905.900179441]","[5405745.41876316, 5405741.24706479]"
41832,2479.6,495905.82815011,5405741.33413975,0.0,0.0,231.899,0.0,-4.4,286.076,"[38509, 41832]","[0, 4]","[495863.646185955, 495905.82815011]","[5405745.36370841, 5405741.33413975]"
41832,2479.7,495905.825018356,5405741.4756413,-2.96296,0.0,225.254,-9.83966,-9.88642,222.333,"[38509, 41832]","[0, 4]","[495864.450617533, 495905.825018356]","[5405745.30144908, 5405741.4756413]"
41832,2479.8,495905.758745221,5405741.57901711,0.0,0.0,219.723,-7.40741,-7.22963,215.941,"[38509, 41832]","[0, 4]","[495865.241015107, 495905.758745221]","[5405745.24520722, 5405741.57901711]"
41832,2479.9,495905.671045755,5405741.68048528,0.0,0.0,226.622,-9.38272,-4.7679,216.762,"[41832, 38509]","[4, 0]","[495905.671045755, 495865.981174084]","[5405741.68048528, 5405745.20341694]"
41832,2480.0,495905.534046876,5405741.82090693,-1.95072,0.0,223.635,-7.40741,-4.88642,209.635,"[41832, 38509]","[4, 0]","[495905.534046876, 495866.774107217]","[5405741.82090693, 5405745.16497536]"
41832,2480.1,495905.431250802,5405741.9639985,0.0,0.0,241.711,-0.995851,-2.98755,229.804,"[41832, 38509]","[4, 0]","[495905.431250802, 495867.573451978]","[5405741.9639985, 5405745.11552239]"
41832,2480.2,495905.349988281,5405742.20547725,0.0,0.0,228.0,0.0,0.0,255.2,"[41832, 38509]","[4, 0]","[495905.349988281, 495868.347635756]","[5405742.20547725, 5405745.07715036]"
41832,2480.3,495905.26851153,5405742.4110691,0.0,0.0,248.8,0.0,0.0,306.8,"[38509, 41832]","[0, 4]","[495869.081269398, 495905.26851153]","[5405745.03837075, 5405742.4110691]"
41832,2480.4,495905.227577235,5405742.6207692,0.0,0.0,268.0,0.0,0.0,304.4,"[38509, 41832]","[0, 4]","[495869.840510654, 495905.227577235]","[5405744.99986973, 5405742.6207692]"
41832,2480.5,495905.198044442,5405742.78522227,0.0,0.0,256.8,0.0,0.0,308.0,"[41832, 38509]","[4, 0]","[495905.198044442, 495870.604239067]","[5405742.78522227, 5405744.96166185]"
41832,2480.6,495905.146712705,5405742.95080093,0.0,0.0,246.0,0.0,0.0,308.8,"[41832, 38509]","[4, 0]","[495905.146712705, 495871.368975781]","[5405742.95080093, 5405744.92305279]"
41832,2480.7,495905.05539328,5405743.09464035,0.0,0.0,276.4,6.6,0.0,296.8,"[38509, 41832]","[0, 4]","[495872.117636134, 495905.05539328]","[5405744.88590808, 5405743.09464035]"
41832,2480.8,495905.003364284,5405743.31163123,1.0,0.2,280.8,5.8,0.0,300.4,"[38509, 41832]","[0, 4]","[495872.804127653, 495905.003364284]","[5405744.85746422, 5405743.31163123]"
41832,2480.9,495904.907177716,5405743.46343491,0.0,0.0,292.8,6.6,0.0,311.2,"[38509, 41832]","[0, 4]","[495873.548401604, 495904.907177716]","[5405744.82996198, 5405743.46343491]"
41832,2481.0,495904.882656024,5405743.59665176,0.0,0.0,281.2,8.6,0.0,312.4,"[41832, 38509, 41835]","[4, 0, 3]","[495904.882656024, 495874.289210159, 495932.959246141]","[5405743.59665176, 5405744.79768449, 5405745.71543276]"
41832,2481.1,495904.904095903,5405743.76401251,0.0,0.0,282.8,8.4,0.0,315.2,"[38509, 41835, 41832]","[0, 3, 4]","[495874.995455446, 495932.94665138, 495904.904095903]","[5405744.7644563, 5405745.70542231, 5405743.76401251]"
41832,2481.2,495904.930469778,5405744.01679257,0.0,0.0,272.593,0.0,0.0,314.454,"[41832, 38509, 41835]","[4, 0, 3]","[495904.930469778, 495875.701715835, 495932.91203084]","[5405744.01679257, 5405744.7410616, 5405745.60483561]"
41832,2481.3,495904.930341692,5405744.15408475,0.0,0.0,272.099,0.0,0.0,312.785,"[41832, 38509, 41835]","[4, 0, 3]","[495904.930341692, 495876.338912323, 495932.978889056]","[5405744.15408475, 5405744.720068, 5405745.50613103]"
41832,2481.4,495904.926310861,5405744.33352378,0.0,0.0,263.704,0.0,0.0,310.998,"[41832, 41835, 38509]","[4, 3, 0]","[495904.926310861, 495932.971614919, 495877.013531127]","[5405744.33352378, 5405745.56413374, 5405744.6944935]"
41832,2481.5,495904.850123999,5405744.47327242,0.0,0.0,272.099,1.4,0.0,280.988,"[41835, 41832, 38509]","[3, 4, 0]","[495932.960791316, 495904.850123999, 495877.696680515]","[5405745.60623699, 5405744.47327242, 5405744.66638231]"
41832,2481.6,495904.893869089,5405744.65444834,0.0,0.0,257.284,0.0,0.0,274.074,"[41835, 41832, 38509]","[3, 4, 0]","[495932.983362818, 495904.893869089, 495878.371694745]","[5405745.59184296, 5405744.65444834, 5405744.6501136]"
41832,2481.7,495904.856153249,5405744.84466903,0.0,0.0,272.8,0.0,0.0,242.0,"[41835, 38509, 41832]","[3, 0, 4]","[495933.026914542, 495878.965213292, 495904.856153249]","[5405745.61564884, 5405744.62322171, 5405744.84466903]"
41832,2481.8,495904.802585069,5405745.00541894,0.0,0.0,263.6,-4.0,0.0,231.6,"[41832, 41835, 38509]","[4, 3, 0]","[495904.802585069, 495933.01323372, 495879.624088834]","[5405745.00541894, 5405745.64690201, 5405744.60551813]"
41832,2481.9,495904.769450077,5405745.12865962,0.0,0.0,271.6,-2.2,0.6,203.6,"[41832, 41835, 38509]","[4, 3, 0]","[495904.769450077, 495932.996245199, 495880.283523702]","[5405745.12865962, 5405745.67844819, 5405744.58050026]"
41832,2482.0,495904.712342004,5405745.26976577,0.0,0.0,265.6,-8.4,0.6,202.8,"[41832, 41835, 38509]","[4, 3, 0]","[495904.712342004, 495932.979256678, 495880.94494701]","[5405745.26976577, 5405745.70999437, 5405744.55933793]"
41832,2482.1,495904.692119536,5405745.49207249,0.0,0.0,255.6,-7.4,0.0,207.2,"[41832, 41835, 38509]","[4, 3, 0]","[495904.692119536, 495932.962268158, 495881.526799083]","[5405745.49207249, 5405745.74154055, 5405744.54767274]"
41832,2482.2,495904.612957332,5405745.74784934,0.0,-0.469136,248.4,-10.5195,0.493827,202.291,"[41835, 41832, 38509]","[3, 4, 0]","[495932.945279637, 495904.612957332, 495882.182848654]","[5405745.77308673, 5405745.74784934, 5405744.53619378]"
41832,2482.3,495904.599329489,5405745.86232901,0.0,-0.281481,242.4,-6.43481,-1.0,200.923,"[41832, 41835, 38509]","[4, 3, 0]","[495904.599329489, 495932.938671698, 495882.83222384]","[5405745.86232901, 5405745.73073393, 5405744.51472553]"
41832,2482.4,495904.578220704,5405746.03942598,0.0,-0.281481,242.0,-8.37822,0.0,202.049,"[41835, 38509, 41832]","[3, 0, 4]","[495932.920876439, 495883.469863531, 495904.578220704]","[5405745.72277956, 5405744.50189758, 5405746.03942598]"
41832,2482.5,495904.538012355,5405746.15695339,0.0,0.0,240.8,-6.99904,-6.50209,210.275,"[41832, 41835, 38509]","[4, 3, 0]","[495904.538012355, 495932.902158879, 495884.131325423]","[5405746.15695339, 5405745.71792131, 5405744.49163903]"
41832,2482.6,495904.450672974,5405746.34106751,0.0,0.0,245.6,-5.88148,-6.57778,221.728,"[41835, 41832, 38509]","[3, 4, 0]","[495932.840543165, 495904.450672974, 495884.724544467]","[5405745.86403585, 5405746.34106751, 5405744.48966223]"
41832,2482.7,495904.354019316,5405746.55433825,None,None,None,None,None,None,"[38509, 41832, 41835]","[0, 4, 3]","[495885.364630155, 495904.354019316, 495932.906864254]","[5405744.47334183, 5405746.55433825, 5405745.92673596]"
41832,2482.8,495904.302454016,5405746.7155883,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495904.302454016, 495886.018276443]","[5405746.7155883, 5405744.4666734]"
41832,2482.9,495904.259831879,5405746.82074079,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495904.259831879, 495886.659220767]","[5405746.82074079, 5405744.45216244]"
41832,2483.0,495904.220471934,5405746.94489927,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495887.311259909, 495904.220471934]","[5405744.4335653, 5405746.94489927]"
41832,2483.1,495904.226221871,5405747.09353783,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495904.226221871, 495887.894910765]","[5405747.09353783, 5405744.42052133]"
41832,2483.2,495904.194097885,5405747.31793256,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495904.194097885, 495888.536371398]","[5405747.31793256, 5405744.40924036]"
41832,2483.3,495904.158857556,5405747.51238942,None,None,None,None,None,None,"[41832, 38509]","[4, 0]","[495904.158857556, 495889.182409456]","[5405747.51238942, 5405744.39801448]"
41832,2483.4,495904.107827307,5405747.60777767,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495889.82311084, 495904.107827307]","[5405744.37494584, 5405747.60777767]"
41832,2483.5,495904.044671553,5405747.68905066,None,None,None,None,None,None,"[38509, 41832]","[0, 4]","[495890.407415974, 495904.044671553]","[5405744.36449485, 5405747.68905066]"
41832,2483.6,495903.949212318,5405747.86784892,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495891.049163324, 495933.168784465, 495903.949212318]","[5405744.34069621, 5405745.95487582, 5405747.86784892]"
41832,2483.7,495903.877086538,5405747.97200008,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495891.690601838, 495933.101592966, 495903.877086538]","[5405744.3309527, 5405745.99511833, 5405747.97200008]"
41832,2483.8,495903.807676257,5405748.12152979,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495892.341665699, 495933.046779431, 495903.807676257]","[5405744.31783782, 5405746.05737182, 5405748.12152979]"
41832,2483.9,495903.754392746,5405748.2326135,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495892.982084063, 495933.060566607, 495903.754392746]","[5405744.30149771, 5405745.97086736, 5405748.2326135]"
41832,2484.0,495903.701935916,5405748.34156841,None,None,None,None,None,None,"[41832, 41836, 38509]","[4, 3, 0]","[495903.701935916, 495933.054577569, 495893.60259449]","[5405748.34156841, 5405745.93070679, 5405744.28427881]"
41832,2484.1,495903.58527195,5405748.46951101,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495894.269895622, 495933.046548241, 495903.58527195]","[5405744.27026032, 5405745.96506471, 5405748.46951101]"
41832,2484.2,495903.46528908,5405748.5984351,None,None,None,None,None,None,"[41836, 38509, 41832]","[3, 0, 4]","[495933.059826287, 495894.946975936, 495903.46528908]","[5405745.93049325, 5405744.25061286, 5405748.5984351]"
41832,2484.3,495903.380273718,5405748.66180053,None,None,None,None,None,None,"[41836, 38509, 41832]","[3, 0, 4]","[495933.020738168, 495895.63175934, 495903.380273718]","[5405745.90979239, 5405744.23731141, 5405748.66180053]"
41832,2484.4,495903.300649563,5405748.70314808,None,None,None,None,None,None,"[41832, 41836, 38509]","[4, 3, 0]","[495903.300649563, 495932.981737291, 495896.300330504]","[5405748.70314808, 5405745.91072106, 5405744.21456186]"
41832,2484.5,495903.277795408,5405748.74522265,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495896.921552942, 495932.979692311, 495903.277795408]","[5405744.19386384, 5405745.8914449, 5405748.74522265]"
41832,2484.6,495903.185847583,5405748.73040399,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495897.598387709, 495932.978889169, 495903.185847583]","[5405744.16914466, 5405745.89225296, 5405748.73040399]"
41832,2484.7,495903.069304408,5405748.66872386,None,None,None,None,None,None,"[38509, 41832, 41836]","[0, 4, 3]","[495898.280649566, 495903.069304408, 495932.971091777]","[5405744.14041627, 5405748.66872386, 5405745.89716303]"
41832,2484.8,495902.963235033,5405748.61183157,None,None,None,None,None,None,"[38509, 41832, 41836]","[0, 4, 3]","[495898.913137868, 495902.963235033, 495932.944895668]","[5405744.11233911, 5405748.61183157, 5405745.93147445]"
41832,2484.9,495902.857205293,5405748.55977206,None,None,None,None,None,None,"[41836, 41832, 38509]","[3, 4, 0]","[495932.951467814, 495902.857205293, 495899.635341349]","[5405745.93099704, 5405748.55977206, 5405744.07872122]"
41832,2485.0,495902.764980455,5405748.51675294,None,None,None,None,None,None,"[38509, 41836, 41832]","[0, 3, 4]","[495900.237163296, 495932.976772463, 495902.764980455]","[5405744.04773805, 5405745.94224065, 5405748.51675294]"
41832,2485.1,495902.683232043,5405748.48545785,None,None,None,None,None,None,"[41837, 38509, 41836, 41832]","[3, 0, 3, 4]","[495978.153473879, 495900.886952168, 495932.992133103, 495902.683232043]","[5405744.43717082, 5405744.00960091, 5405745.93391468, 5405748.48545785]"
41832,2485.2,495902.606467534,5405748.47372861,None,None,None,None,None,None,"[38509, 41832, 41837, 41836]","[0, 4, 3, 3]","[495901.541776044, 495902.606467534, 495978.147303009, 495933.00793299]","[5405743.9709913, 5405748.47372861, 5405744.40627109, 5405745.92481887]"
41832,2485.3,495902.518653127,5405748.47635183,None,None,None,None,None,None,"[41836, 41832, 41837, 38509]","[3, 4, 3, 0]","[495932.997842836, 495902.518653127, 495978.137621559, 495902.183485723]","[5405745.95083213, 5405748.47635183, 5405744.42949232, 5405743.93273243]"
41832,2485.4,495902.433195601,5405748.49121755,None,None,None,None,None,None,"[41832, 38509, 41836, 41837]","[4, 0, 3, 3]","[495902.433195601, 495902.770889533, 495933.002104883, 495978.139393683]","[5405748.49121755, 5405743.89424511, 5405745.96048474, 5405744.42930731]"
41832,2485.5,495902.344390941,5405748.51751562,None,None,None,None,None,None,"[38509, 41832, 41837, 41836]","[0, 4, 3, 3]","[495903.410882605, 495902.344390941, 495978.143100366, 495932.987096616]","[5405743.85611445, 5405748.51751562, 5405744.42353448, 5405745.98194766]"
41832,2485.6,495902.250329058,5405748.54908307,None,None,None,None,None,None,"[38509, 41832, 41837, 41836]","[0, 4, 3, 3]","[495904.048053737, 495902.250329058, 495978.140178389, 495932.990774605]","[5405743.81765899, 5405748.54908307, 5405744.44858482, 5405745.99506886]"
41832,2485.7,495902.153837109,5405748.58217814,None,None,None,None,None,None,"[41832, 38509, 41836, 41837]","[4, 0, 3, 3]","[495902.153837109, 495904.681740874, 495933.014712437, 495978.135435039]","[5405748.58217814, 5405743.77956073, 5405745.98082523, 5405744.44653599]"
41832,2485.8,495902.035603198,5405748.60651782,None,None,None,None,None,None,"[41836, 41832, 41837, 38509]","[3, 4, 3, 0]","[495933.015937063, 495902.035603198, 495978.142060704, 495905.322741669]","[5405746.01338034, 5405748.60651782, 5405744.47232961, 5405743.74122113]"
41832,2485.9,495901.921974689,5405748.64028621,None,None,None,None,None,None,"[41837, 41836, 38509, 41832]","[3, 3, 0, 4]","[495978.128934255, 495933.01247812, 495905.897959119, 495901.921974689]","[5405744.50796173, 5405746.00037697, 5405743.70285729, 5405748.64028621]"
41832,2486.0,495901.802415428,5405748.67152534,None,None,None,None,None,None,"[41838, 41832, 41837, 41836, 38509]","[3, 4, 3, 3, 0]","[495947.544399629, 495901.802415428, 495978.124974515, 495932.99117208, 495906.539197823]","[5405744.75438884, 5405748.67152534, 5405744.51985834, 5405746.0055169, 5405743.66439096]"
41832,2486.1,495901.682492309,5405748.69899881,None,None,None,None,None,None,"[41836, 38509, 41838, 41837, 41832]","[3, 0, 3, 3, 4]","[495932.977742619, 495907.171039064, 495947.04190083, 495978.123441966, 495901.682492309]","[5405745.99659323, 5405743.62625598, 5405744.84395731, 5405744.52723771, 5405748.69899881]"
41832,2486.2,495901.572664907,5405748.72059395,None,None,None,None,None,None,"[41836, 41838, 41837, 38509, 41832]","[3, 3, 3, 0, 4]","[495933.137595288, 495946.637297379, 495978.121909417, 495907.814154577, 495901.572664907]","[5405745.99764329, 5405744.99233222, 5405744.53461708, 5405743.58796562, 5405748.72059395]"
41832,2486.3,495901.468928649,5405748.74003761,None,None,None,None,None,None,"[41837, 38509, 41832, 41838, 41836]","[3, 0, 4, 3, 3]","[495978.124173822, 495908.399291623, 495901.468928649, 495946.193482969, 495933.113795098]","[5405744.53623338, 5405743.54956179, 5405748.74003761, 5405745.06552031, 5405746.02451646]"
41832,2486.4,495901.355300331,5405748.75932183,None,None,None,None,None,None,"[41832, 38509, 41836, 41837, 41838]","[4, 0, 3, 3, 3]","[495901.355300331, 495909.055595227, 495933.086031223, 495978.129967442, 495945.809227606]","[5405748.75932183, 5405743.51121242, 5405746.00855963, 5405744.53696356, 5405745.18650656]"
41832,2486.5,495901.227939839,5405748.78143649,None,None,None,None,None,None,"[38509, 41832, 41838, 41837, 41836]","[0, 4, 3, 3, 3]","[495909.72765101, 495901.227939839, 495945.431601075, 495978.120595197, 495933.227532438]","[5405743.47248719, 5405748.78143649, 5405745.26936463, 5405744.55952018, 5405746.03333448]"
41832,2486.6,495901.087504099,5405748.80238798,None,None,None,None,None,None,"[41838, 41832, 41836, 38509, 41837]","[3, 4, 3, 0, 3]","[495945.153461705, 495901.087504099, 495933.230114301, 495910.389492804, 495978.130767509]","[5405745.31925856, 5405748.80238798, 5405746.10106368, 5405743.43446285, 5405744.5810475]"
41832,2486.7,495900.94362154,5405748.82382614,None,None,None,None,None,None,"[38509, 41837, 41838, 41832, 41836]","[0, 3, 3, 4, 3]","[495911.071995046, 495978.124423622, 495944.903587572, 495900.94362154, 495933.18942439]","[5405743.40590933, 5405744.63029384, 5405745.47148927, 5405748.82382614, 5405746.07363314]"
41832,2486.8,495900.810948203,5405748.83308636,None,None,None,None,None,None,"[41832, 41838, 41837, 41836, 38509]","[4, 3, 3, 3, 0]","[495900.810948203, 495944.622704577, 495978.12249124, 495933.165281625, 495911.695452366]","[5405748.83308636, 5405745.58637426, 5405744.680981, 5405746.05299131, 5405743.36894929]"
41832,2486.9,495900.678838735,5405748.82726015,None,None,None,None,None,None,"[38509, 41832, 41838, 41837, 41836]","[0, 4, 3, 3, 3]","[495912.397349092, 495900.678838735, 495944.228475413, 495978.116122261, 495933.130689399]","[5405743.33963781, 5405748.82726015, 5405745.46674581, 5405744.65495011, 5405746.07955702]"
41832,2487.0,495900.545541677,5405748.81716378,None,None,None,None,None,None,"[38509, 41832, 41839, 41838, 41837, 41836]","[0, 4, 3, 3, 3, 3]","[495913.114315137, 495900.545541677, 495941.914033146, 495944.019234758, 495978.126255652, 495933.27774996]","[5405743.31377978, 5405748.81716378, 5405750.37546795, 5405745.53967526, 5405744.6250564, 5405746.06289412]"
41832,2487.1,495900.409173216,5405748.80116459,None,None,None,None,None,None,"[41836, 38509, 41837, 41838, 41839, 41832]","[3, 0, 3, 3, 3, 4]","[495933.438508238, 495913.842605857, 495978.122490386, 495943.959485233, 495941.90364113, 495900.409173216]","[5405746.06076532, 5405743.28712577, 5405744.62404567, 5405745.62662923, 5405750.40101835, 5405748.80116459]"
41832,2487.2,495900.277476517,5405748.77894511,None,None,None,None,None,None,"[41837, 41832, 41839, 41838, 41836, 38509]","[3, 4, 3, 3, 3, 0]","[495978.136581107, 495900.277476517, 495941.8996741, 495943.963801138, 495933.55561667, 495914.523404747]","[5405744.65493175, 5405748.77894511, 5405750.39892409, 5405745.60250357, 5405746.06358825, 5405743.2586468]"
41832,2487.3,495900.159075525,5405748.7484264,None,None,None,None,None,None,"[38509, 41836, 41832, 41839, 41838, 41837]","[0, 3, 4, 3, 3, 3]","[495915.27216086, 495933.618079836, 495900.159075525, 495941.896890845, 495943.680602041, 495978.117391127]","[5405743.23356402, 5405746.09506951, 5405748.7484264, 5405750.3924943, 5405745.33256956, 5405744.68144706]"
41832,2487.4,495900.045833584,5405748.71942351,None,None,None,None,None,None,"[41837, 41832, 41839, 41838, 41836, 38509]","[3, 4, 3, 3, 3, 0]","[495978.099901348, 495900.045833584, 495941.908413108, 495943.399874914, 495933.710416086, 495916.049018349]","[5405744.68377315, 5405748.71942351, 5405750.4177211, 5405745.26286235, 5405745.73894847, 5405743.22371518]"
41832,2487.5,495899.923304129,5405748.68860875,None,None,None,None,None,None,"[41839, 38509, 41836, 41837, 41838, 41832]","[3, 0, 3, 3, 3, 4]","[495941.91295087, 495916.837371647, 495933.788268388, 495978.093534321, 495943.400941951, 495899.923304129]","[5405750.43245613, 5405743.19980926, 5405745.74876561, 5405744.66991608, 5405745.39501076, 5405748.68860875]"
41832,2487.6,495899.788708337,5405748.66070183,None,None,None,None,None,None,"[41836, 38509, 41839, 41838, 41832, 41837]","[3, 0, 3, 3, 4, 3]","[495933.866311802, 495917.649785402, 495941.903203934, 495943.219100862, 495899.788708337, 495978.114967253]","[5405745.47221247, 5405743.18991592, 5405750.44285434, 5405745.34243648, 5405748.66070183, 5405744.67883995]"
41832,2487.7,495899.646665683,5405748.6348366,None,None,None,None,None,None,"[41837, 41836, 38509, 41832, 41839, 41838]","[3, 3, 0, 4, 3, 3]","[495978.13318314, 495933.959154832, 495918.398759361, 495899.646665683, 495941.90801493, 495943.215098309]","[5405744.69077864, 5405745.22138729, 5405743.16673229, 5405748.6348366, 5405750.47503323, 5405745.44285273]"
41832,2487.8,495899.523374789,5405748.60908321,None,None,None,None,None,None,"[41839, 38509, 41836, 41837, 41832, 41838]","[3, 0, 3, 3, 4, 3]","[495941.904656762, 495919.238634945, 495934.010015647, 495978.162295794, 495899.523374789, 495943.223588047]","[5405750.52055042, 5405743.15158672, 5405745.33748412, 5405744.70162403, 5405748.60908321, 5405745.46181744]"
41832,2487.9,495899.404598652,5405748.58359896,None,None,None,None,None,None,"[38509, 41837, 41838, 41839, 41832, 41836]","[0, 3, 3, 3, 4, 3]","[495920.099576242, 495978.181610445, 495943.240472248, 495941.918238127, 495899.404598652, 495934.049719638]","[5405743.13179719, 5405744.68579395, 5405745.42549713, 5405750.50473296, 5405748.58359896, 5405745.50563219]"
